url,name,header,rooms,facilities,rating_overall,num_listing_reviews,price_per_night,superhost,sp_url,location,fee_occ_tax,fee_service,fee_cleaning,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,host_joined,num_host_ratings,host_languages,host_response_rate,host_response_time,house_rules,amenities
/rooms/47373382?adults=2&children=0&infants=0&check_in=2021-10-15&check_out=2021-10-17&previous_page_section_name=1000&translate_ugc=false&federated_search_id=334587d7-b24d-4494-98f6-4970691efd02,"Hidden Gem in Astoria, 1 MINUTE away to subway",Private room in Queens,2 guests · 1 bedroom · 2 beds · 2 shared baths,Wifi · Kitchen · Heating,4.67, (27 reviews),$59,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=100,"Queens, New York, United States",$21,$35,$117,4.5,4.8,4.7,4.7,4.9,4.8,Joined in June 2016,911 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 4:00 PMCheckout: 11:00 AMSelf check-in with smart lockNo smokingNo petsNo parties or eventsShow more,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Iron""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Coffee maker""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Self check-in"", ""Smart lock"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: TV"", ""Unavailable: Washer"", ""Unavailable: Air conditioning"", ""Unavailable: Private entrance""]}"
empty,empty,empty,empty,empty,empty,empty,empty,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=100,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,{}
/rooms/27714862?adults=2&children=0&infants=0&check_in=2021-10-22&check_out=2021-10-24&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,"Modern, Minimalist, Spacious, Clean Private Oasis",Entire rental unit in Brooklyn,4 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,4.93, (255 reviews),$164,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Brooklyn, New York, United States",$60,$100,$327,4.9,5.0,5.0,4.8,5.0,4.8,Joined in March 2013,255 Reviews,"Languages: English, 한국어",Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 1:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"{""amenity_Bathroom"": [""Bathtub"", ""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Iron"", ""Clothing storage: dresser, wardrobe, and closet""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Crib"", ""Pack \u2019n Play/travel crib"", ""Window guards"", ""Babysitter recommendations""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Stove"", ""Oven"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Wine glasses"", ""Toaster"", ""Baking sheet"", ""Dining table""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking"", ""Single level home""], ""amenity_Services"": [""Luggage dropoff allowed"", ""Long term stays allowed"", ""Self check-in"", ""Lockbox""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Washer""]}"
/rooms/49965626?adults=2&children=0&infants=0&check_in=2021-10-15&check_out=2021-10-17&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Entire House 4Bed/2Bath 5min to Beach 10min to JFK,Entire residential home in Queens,6 guests · 4 bedrooms · 5 beds · 2 baths,Wifi · Air conditioning · Kitchen · Heating,5.0, (5 reviews),$300,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$106,$150,$600,4.8,5.0,5.0,5.0,5.0,5.0,Joined in May 2019,5 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with smart lockNo smokingNo parties or eventsPets are allowedShow more,"{""amenity_Bathroom"": [""Bathtub"", ""Hair dryer"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron""], ""amenity_Entertainment"": [""Ethernet connection"", ""TV"", ""Pool table""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Dishwasher"", ""Gas stove"", ""Stainless steel oven"", ""Coffee maker"", ""Wine glasses"", ""Barbecue utensils"", ""Dining table""], ""amenity_Location features"": [""Public or shared beach access"", ""Private entrance""], ""amenity_Outdoor"": [""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Hammock"", ""Outdoor dining area"", ""BBQ grill: charcoal, wood-burning""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Pets allowed"", ""Self check-in"", ""Smart lock"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Shampoo""]}"
/rooms/27312914?adults=2&children=0&infants=0&check_in=2021-10-08&check_out=2021-10-10&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Mint room. Private-attached bath Central  Flushing,Private room in Flushing,2 guests · 1 bedroom · 1 bed · 1 private bath,Wifi · Air conditioning · Kitchen · Heating,4.95, (62 reviews),$90,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Flushing , New York, United States",$27,$10,$180,5.0,5.0,4.9,4.8,4.9,4.8,Joined in July 2018,554 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 2:00 PMCheckout: 11:00 AMSelf check-in with keypadNot suitable for children and infantsNo smokingNo petsNo parties or events,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Washer"", ""Dryer"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Stove"", ""Oven""], ""amenity_Parking and facilities"": [""Free street parking"", ""Paid parking on premises""], ""amenity_Services"": [""Luggage dropoff allowed"", ""Long term stays allowed"", ""Self check-in"", ""Keypad""], ""amenity_Not included"": [""Unavailable: TV"", ""Unavailable: Private entrance""]}"
/rooms/23438247?adults=2&children=0&infants=0&check_in=2021-10-15&check_out=2021-10-17&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Plantastic Brooklyn Oasis with Private Rooftop,Private room in Williamsburg,2 guests · 1 bedroom · 1 bed · 1.5 baths,Wifi · Air conditioning · Kitchen · Heating,4.95, (134 reviews),$116,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Brooklyn, New York, United States",$40,$50,$232,4.8,5.0,5.0,4.9,5.0,4.9,Joined in February 2018,140 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 1:00 PMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Washer"", ""Dryer"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Lock on bedroom door""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free street parking"", ""Private living room""], ""amenity_Services"": [""Self check-in"", ""Lockbox""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Carbon monoxide alarm""]}"
/rooms/33769887?adults=2&children=0&infants=0&check_in=2021-10-22&check_out=2021-10-24&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Private! Backyard New Modern CloseJFK Train NYC :),Entire guest suite in Queens,4 guests · Studio · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,4.81, (31 reviews),$100,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$42,$99,$199,4.9,4.9,4.8,4.8,4.9,4.7,Joined in August 2016,31 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 5:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"{""amenity_Bathroom"": [""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: closet and wardrobe""], ""amenity_Entertainment"": [""55\"" HDTV with standard cable, Netflix"", ""Samsung Bluetooth sound system"", ""Game console"", ""Ping pong table"", ""Pool table""], ""amenity_Family"": [""Crib"", ""Pack \u2019n Play/travel crib"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Outlet covers"", ""Board games""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Indoor fireplace"", ""Radiant heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Mini fridge"", ""Freezer"", ""Hot water kettle"", ""Coffee maker"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dining table""], ""amenity_Location features"": [""Private entrance"", ""Laundromat nearby""], ""amenity_Outdoor"": [""Patio or balcony"", ""Backyard"", ""Fire pit"", ""Outdoor furniture"", ""Outdoor dining area"", ""Outdoor kitchen"", ""BBQ grill""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking"", ""EV charger""], ""amenity_Services"": [""Luggage dropoff allowed"", ""Long term stays allowed"", ""Self check-in"", ""Lockbox"", ""Cleaning before checkout""], ""amenity_Not included"": [""Unavailable: Washer""]}"
/rooms/42693815?adults=2&children=0&infants=0&check_in=2021-10-08&check_out=2021-10-10&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,"Cozy Private Room, Walking Distance From LGA, Rm 8",Private room in East Elmhurst,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Heating,4.70, (96 reviews),$66,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$21,$15,$131,4.9,4.8,5.0,4.8,5.0,4.7,Joined in May 2018,"1,312 Reviews",Response rate: 99%,Response rate: 99%,Response time: within an hour,House rulesCheck-in: 1:00 PM - 2:00 AMCheckout: 11:00 AMNot suitable for children and infantsNo smokingNo petsNo parties or events,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Body soap"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""Lock on bedroom door""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Refrigerator"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Bread maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Kitchen"", ""Unavailable: TV"", ""Unavailable: Washer""]}"
/rooms/48054910?adults=2&children=0&infants=0&check_in=2021-10-15&check_out=2021-10-17&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Room C,Private room in Queens,2 guests · 1 bedroom · 1 bed · 1 shared bath,Wifi · Air conditioning · Kitchen · Heating,4.50, (18 reviews),$44,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$14,$10,$88,4.4,4.8,4.8,4.6,4.8,4.4,Joined in July 2019,95 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMNot suitable for children and infantsNo smokingNo petsNo parties or events,"{""amenity_Bathroom"": [""Hair dryer"", ""Cleaning products"", ""Shampoo"", ""Body soap"", ""Hot water"", ""Shower gel""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Iron""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Lock on bedroom door""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Stove"", ""Coffee maker: Keurig coffee machine"", ""Dining table""], ""amenity_Location features"": [""Laundromat nearby""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: TV"", ""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance""]}"
/rooms/50434405?adults=2&children=0&infants=0&check_in=2021-10-01&check_out=2021-10-03&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,"Lovely open concept loft near subway, restaurants.",Entire loft in Queens,2 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,empty,empty,$99,empty,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$42,$100,$198,empty,empty,empty,empty,empty,empty,Joined in March 2019,Identity verified,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesNo smokingNo petsNo parties or events,"{""amenity_Bathroom"": [""Bathtub"", ""Cleaning products"", ""Suave shampoo"", ""Jergens  body soap"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Iron"", ""Safe""], ""amenity_Entertainment"": [""TV with Netflix""], ""amenity_Heating and cooling"": [""Window AC unit"", ""Portable fans"", ""Portable heater""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Freezer"", ""Electric stove"", ""Oven"", ""Hot water kettle"", ""Coffee maker"", ""Toaster"", ""Dining table""], ""amenity_Location features"": [""Private entrance"", ""Laundromat nearby""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm""]}"
/rooms/10165663?adults=2&children=0&infants=0&check_in=2021-10-22&check_out=2021-10-24&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Cozy Private Garden Apartment,Entire rental unit in Brooklyn,2 guests · 1 bedroom · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,4.89, (200 reviews),$142,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Brooklyn, New York, United States",$46,$40,$284,5.0,4.9,5.0,4.6,5.0,4.9,Joined in December 2015,200 Reviews,"Languages: English, Deutsch",Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 12:00 PMCheckout: 12:00 PMNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Shower gel""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Iron""], ""amenity_Entertainment"": [""TV with standard cable""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Portable fans"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Coffee maker"", ""Baking sheet""], ""amenity_Location features"": [""Private entrance"", ""Laundromat nearby""], ""amenity_Outdoor"": [""Patio or balcony"", ""Backyard""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Luggage dropoff allowed"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Washer""]}"
/rooms/40816175?adults=2&children=0&infants=0&check_in=2021-10-22&check_out=2021-10-24&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Ana Karla Sweet Home,Entire rental unit in East Elmhurst,4 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,4.78, (46 reviews),$179,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$67,$120,$358,5.0,4.8,5.0,4.9,4.9,4.8,Joined in March 2015,64 Reviews,"Languages: English, Español",Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 4:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or events,"{""amenity_Bathroom"": [""Hair dryer"", ""Shampoo"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers"", ""Iron""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Free street parking""], ""amenity_Services"": [""Breakfast"", ""Self check-in"", ""Keypad"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance""]}"
/rooms/49254514?adults=2&children=0&infants=0&check_in=2021-10-15&check_out=2021-10-17&previous_page_section_name=1000&translate_ugc=false&federated_search_id=3ea6ab07-0a84-40e0-aabf-5c1c1543775d,Spacious apartment near Everything..,Entire rental unit in Jamaica,4 guests · 2 bedrooms · 2 beds · 1 bath,Wifi · Air conditioning · Kitchen · Heating,5.0, (6 reviews),$121,SUPERHOST,https://www.airbnb.com/s/Queens--NY--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_dates%5B%5D=october&flexible_trip_lengths%5B%5D=weekend_trip&date_picker_type=flexible_dates&adults=2&source=structured_search_input_header&search_type=autocomplete_click&query=Queens%2C%20NY%2C%20United%20States&place_id=ChIJK1kKR2lDwokRBXtcbIvRCUE&items_offset=120,"Queens, New York, United States",$34,$242,empty,5.0,5.0,5.0,4.7,5.0,4.8,Joined in January 2021,6 Reviews,Response rate: 100%,Response rate: 100%,Response time: within an hour,House rulesCheck-in: After 3:00 PMCheckout: 1:00 PMNo smokingNo parties or eventsPets are allowed,"{""amenity_Bathroom"": [""Hot water""], ""amenity_Bedroom and laundry"": [""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Air conditioning"", ""Ceiling fan"", ""Heating""], ""amenity_Home safety"": [""Smoke alarm""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Coffee maker"", ""Wine glasses"", ""Dining table""], ""amenity_Location features"": [""Laundromat nearby""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Pets allowed"", ""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Security cameras on property"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Private entrance""]}"
